customerID;gender;SeniorCitizen;Partner;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;num_orders;avg_order_value;cancel_rating;avg_rating;voucher_usage_rate;loyalty_tier;age;city_zone;inactive_days;Churn_food
9906-NHHVC;Female;1;0;0;No phone service;DSL;0;1;1;Two year;1;Bank transfer (automatic);535;35179;386;189384;0,12;3;0,86;Silver;54;Urban;27;1
4522-XRWWI;Male;0;1;1;1;DSL;1;0;0;One year;0;Credit card (automatic);8045;33759;106;138031;0,18;4,1;0,12;Platinum;36;Rural;21;0
3766-EJLFL;Female;0;1;1;1;Fiber optic;1;0;1;Two year;1;Bank transfer (automatic);10905;750855;325;219593;0,15;3,4;0,16;Bronze;32;Urban;27;1
5939-SXWHM;Male;0;1;1;1;0;No internet service;No internet service;No internet service;Two year;0;Bank transfer (automatic);263;124505;173;212818;0,29;4,1;0,54;Bronze;39;Suburban;15;1
8152-UOBNY;Female;1;0;1;1;Fiber optic;0;1;0;One year;1;Electronic check;1068;534795;185;163127;0,25;3,9;0,27;Gold;37;Suburban;49;1
7351-KYHQH;Female;1;0;1;0;DSL;0;1;1;Month-to-month;1;Electronic check;6495;49365;34;172254;0,27;4,2;0,22;Bronze;30;Urban;32;1
7643-RCHXS;Female;0;1;1;0;0;No internet service;No internet service;No internet service;Two year;0;Electronic check;1935;126385;300;148232;0,08;4,1;0,58;Gold;40;Urban;49;1
8246-SHFGA;Male;0;0;1;0;0;No internet service;No internet service;No internet service;Month-to-month;0;Credit card (automatic);211;38555;101;223084;0,23;4,9;0,37;Bronze;48;Urban;40;1
8387-MOJJT;Female;0;1;1;0;Fiber optic;0;0;0;Month-to-month;1;Credit card (automatic);7795;33840;105;160224;0,08;4,1;0,14;Silver;43;Rural;44;0
0620-XEFWH;Male;0;1;1;0;0;No internet service;No internet service;No internet service;Month-to-month;0;Mailed check;1885;842;9;234529;0,06;4,7;0,53;Bronze;49;Suburban;47;1
6485-QXWWE;Female;0;0;1;1;0;No internet service;No internet service;No internet service;Two year;0;Bank transfer (automatic);260;16387;303;109960;0,28;3,6;0,39;Bronze;38;Urban;53;1
2761-OCIAX;Male;1;0;1;0;Fiber optic;0;1;0;Month-to-month;1;Electronic check;747;1654;8;167695;0,01;3,9;0,73;Gold;34;Suburban;50;1
7321-VGNKU;Female;0;1;1;0;Fiber optic;0;0;0;Month-to-month;1;Electronic check;7035;12025;6;210066;0,29;3,9;0,01;Gold;46;Suburban;25;1
5327-CNLUQ;Male;0;1;1;1;Fiber optic;1;1;1;Two year;1;Bank transfer (automatic);969;447345;111;218982;0,04;3,6;0,62;Bronze;46;Urban;22;0
7552-KEYGT;Male;0;1;1;0;0;No internet service;No internet service;No internet service;Two year;0;Bank transfer (automatic);1955;52055;63;82693;0,25;3,8;0,44;Bronze;39;Urban;0;1
5816-JMLGY;Female;0;1;1;0;DSL;0;1;1;Two year;1;Bank transfer (automatic);804;571785;390;195313;0,08;4,2;0,41;Gold;36;Suburban;28;0
3068-OMWZA;Male;1;0;1;1;Fiber optic;0;0;1;Month-to-month;1;Electronic check;888;888;2;226930;0,11;4,2;0,23;Gold;31;Urban;7;1
2927-QRRQV;Male;0;1;1;1;Fiber optic;0;1;1;One year;1;Electronic check;9465;43125;151;108810;0,07;4,3;0,03;Gold;40;Suburban;41;0
6032-KRXXO;Male;0;0;1;0;Fiber optic;0;0;0;Month-to-month;1;Electronic check;9025;275535;87;100092;0,18;3,7;0,85;Silver;19;Suburban;38;0
7459-RRWQZ;Female;0;0;1;1;DSL;1;0;0;Month-to-month;1;Bank transfer (automatic);6465;99455;51;138105;0,01;3,6;0,33;Bronze;49;Urban;2;0
6265-SXWBU;Male;0;1;1;1;Fiber optic;0;1;1;One year;0;Credit card (automatic);9575;651125;157;241577;0,02;4,2;0,68;Gold;50;Suburban;12;0
7941-RCJOW;Male;0;0;1;0;0;No internet service;No internet service;No internet service;Two year;1;Credit card (automatic);1955;121865;264;108555;0;3,3;0,95;Gold;24;Urban;19;1
6374-NTQLP;Male;1;1;1;0;Fiber optic;1;0;1;Two year;1;Credit card (automatic);1041;74477;163;151934;0,02;3,5;0,56;Silver;51;Suburban;42;0
4154-AQUGT;Male;1;1;1;0;Fiber optic;0;1;0;Month-to-month;1;Bank transfer (automatic);8905;116935;67;152788;0,03;3,1;0,04;Silver;21;Urban;54;1
2387-KDZQY;Male;0;0;1;0;0;No internet service;No internet service;No internet service;One year;1;Mailed check;201;2795;49;157257;0,13;3,1;0,27;Silver;40;Suburban;51;1
3584-WKTTW;Male;0;1;1;1;Fiber optic;1;0;1;One year;1;Electronic check;11155;572035;212;97939;0,24;3,5;0,93;Gold;37;Suburban;4;1
3399-BMLVW;Male;0;1;1;0;DSL;1;1;0;Two year;0;Credit card (automatic);605;312145;281;222897;0,27;3;0,68;Gold;39;Urban;44;1
1971-DTCZB;Female;0;1;1;1;DSL;1;1;1;Two year;1;Bank transfer (automatic);9095;64686;331;235223;0,07;3,5;0,67;Gold;46;Urban;11;0
3092-IGHWF;Male;0;1;1;1;Fiber optic;0;1;1;One year;0;Electronic check;874;59188;276;208068;0,17;4,3;0,43;Silver;54;Urban;47;1
3374-PZLXD;Male;0;0;1;0;0;No internet service;No internet service;No internet service;Month-to-month;0;Mailed check;197;6756;112;80036;0,23;3,1;0,85;Silver;20;Urban;16;1
3813-DHBBB;Male;0;1;0;No phone service;DSL;1;1;0;Two year;1;Bank transfer (automatic);5095;35217;223;173948;0,09;3,9;0,71;Gold;39;Urban;13;0
2812-REYAT;Female;0;1;1;0;0;No internet service;No internet service;No internet service;One year;1;Bank transfer (automatic);2005;9231;229;163707;0,12;4,8;0,28;Bronze;37;Rural;52;1
6518-PPLMZ;Male;0;1;1;0;0;No internet service;No internet service;No internet service;Two year;1;Mailed check;194;111035;316;119051;0,16;4,6;0,06;Silver;42;Suburban;25;0
4939-KYYPY;Male;0;0;1;1;DSL;0;0;1;Month-to-month;0;Electronic check;5945;161165;125;160738;0,04;3,6;0,43;Silver;51;Urban;29;0
8017-LXHFA;Female;1;0;1;0;Fiber optic;0;1;0;Month-to-month;1;Electronic check;9475;22936;97;153596;0,01;4,8;0,01;Platinum;46;Suburban;41;0
5930-GBIWP;Male;0;0;1;1;DSL;1;1;1;Two year;1;Credit card (automatic);815;555325;339;140071;0,05;3,7;0,81;Bronze;27;Urban;44;0
6022-KOUQO;Female;0;1;0;No phone service;DSL;0;0;0;Month-to-month;0;Bank transfer (automatic);2905;4475;7;210613;0,19;3,1;0,12;Bronze;54;Suburban;31;1
6352-TWCAU;Female;0;0;1;1;Fiber optic;0;0;0;Month-to-month;1;Electronic check;8645;30291;78;153601;0,02;5;0,51;Bronze;37;Urban;29;0
2361-UPSND;Female;0;1;1;0;DSL;1;1;0;One year;0;Mailed check;706;323105;195;109873;0,06;4,7;0,34;Bronze;40;Urban;11;0
6035-RIIOM;Female;0;0;1;1;Fiber optic;0;1;0;Two year;1;Bank transfer (automatic);972;512945;314;247720;0,01;3,9;0,34;Bronze;28;Urban;35;0
2929-QNSRW;Female;0;1;1;1;Fiber optic;0;1;0;One year;1;Electronic check;9825;550835;151;151468;0,02;4,3;0,48;Silver;25;Rural;18;0
1262-OPMFY;Female;0;1;1;0;Fiber optic;0;0;1;Month-to-month;1;Bank transfer (automatic);7575;6559;42;106470;0,06;4,3;0,1;Gold;46;Urban;43;0
9504-DSHWM;Male;0;0;1;1;DSL;1;0;0;Month-to-month;0;Bank transfer (automatic);592;11912;56;88328;0,27;3,4;0,41;Silver;53;Urban;24;1
5035-BVCXS;Male;0;0;1;0;Fiber optic;0;1;0;Month-to-month;1;Mailed check;759;8664;45;217405;0,01;3,4;0,18;Bronze;42;Urban;32;1
6267-DCFFZ;Female;1;1;1;1;Fiber optic;0;1;0;Month-to-month;1;Electronic check;9005;26272;71;201173;0,02;3,9;0,61;Gold;51;Urban;41;0
3533-UVMOM;Male;0;1;1;0;DSL;1;1;1;Two year;0;Bank transfer (automatic);7095;474145;258;126638;0,12;4,8;0,24;Silver;49;Urban;20;0
2439-LYPMQ;Male;1;1;1;1;Fiber optic;0;1;1;Month-to-month;1;Electronic check;1026;40092;190;91268;0,02;3;0,11;Bronze;40;Suburban;57;1
4248-QPAVC;Female;1;1;1;1;Fiber optic;1;0;1;Month-to-month;1;Bank transfer (automatic);8535;146345;57;193920;0,18;4,6;0,05;Bronze;38;Urban;1;0
1899-VXWXM;Male;0;0;1;1;Fiber optic;0;1;1;One year;1;Credit card (automatic);1061;50828;223;190379;0,07;3,1;0,02;Gold;36;Urban;36;1
1478-VPOAD;Female;0;0;1;0;DSL;0;0;0;Month-to-month;0;Electronic check;438;438;5;228117;0,25;4;0,43;Gold;42;Urban;20;1
9995-HOTOH;Male;0;1;0;No phone service;DSL;1;1;1;Two year;0;Electronic check;590;37076;359;87887;0,15;4,3;0,43;Silver;40;Urban;25;0
2988-PLAHS;Female;0;0;1;0;DSL;0;0;1;One year;1;Electronic check;6995;22045;8;104918;0,25;4,4;0,19;Bronze;36;Urban;31;1
1371-OJCEK;Female;0;0;1;1;0;No internet service;No internet service;No internet service;One year;0;Bank transfer (automatic);2435;11337;172;115497;0,12;3,1;0,78;Gold;22;Urban;26;1
4999-IEZLT;Male;0;0;0;No phone service;DSL;0;0;0;One year;0;Credit card (automatic);2945;198315;172;173562;0,03;3,8;0,13;Bronze;36;Urban;16;1
8883-ANODQ;Female;0;1;1;1;Fiber optic;0;1;1;Two year;1;Credit card (automatic);844;574675;405;91929;0,23;4,2;0,92;Gold;52;Urban;3;1
4690-LLKUA;Male;1;0;1;0;DSL;0;0;0;Month-to-month;1;Electronic check;4505;7706;97;182201;0,29;3,1;0,59;Silver;29;Urban;38;1
2351-RRBUE;Female;0;1;1;0;0;No internet service;No internet service;No internet service;One year;0;Mailed check;2065;13405;29;196566;0,15;3,3;0,03;Bronze;42;Urban;14;1
5980-BDHPY;Male;0;1;1;1;DSL;1;1;1;Two year;1;Bank transfer (automatic);871;62301;386;108546;0,14;4,3;0,96;Bronze;22;Urban;32;0
1498-DQNRX;Female;0;1;1;0;0;No internet service;No internet service;No internet service;Month-to-month;0;Mailed check;1985;57305;118;248410;0,23;4;0,31;Bronze;29;Suburban;59;1
9469-WEJBT;Male;0;1;1;0;Fiber optic;0;0;1;Month-to-month;1;Electronic check;9035;34193;166;245355;0,26;3,3;0,45;Bronze;44;Suburban;13;1
3331-HQDTW;Female;0;0;1;1;Fiber optic;1;1;1;Month-to-month;1;Mailed check;1098;358725;80;162494;0,29;4,1;0,28;Bronze;21;Urban;25;1
9490-DFPMD;Female;1;0;1;1;Fiber optic;0;0;0;Month-to-month;1;Electronic check;8465;354135;210;126566;0,01;4,8;0,73;Silver;36;Urban;46;1
2581-VKIRT;Female;0;1;1;1;DSL;1;1;0;One year;0;Mailed check;655;38013;148;165464;0,24;3;0,49;Silver;41;Urban;1;1
5442-XSDCW;Male;0;1;1;0;Fiber optic;0;0;0;Month-to-month;1;Bank transfer (automatic);795;8685;58;208279;0,06;4,3;0,13;Silver;45;Rural;19;0
7426-WEIJX;Male;1;1;1;1;Fiber optic;1;0;0;Month-to-month;1;Electronic check;8095;48591;307;161991;0,16;3,1;0,01;Silver;50;Urban;25;1
2851-MMUTZ;Female;0;0;1;0;DSL;0;1;0;Month-to-month;1;Mailed check;5615;143935;130;172680;0,05;3;0,73;Gold;52;Urban;1;1
3049-NDXFL;Female;0;0;1;1;Fiber optic;0;0;0;Month-to-month;0;Mailed check;858;858;2;108013;0,01;3,3;0,24;Platinum;33;Urban;47;1
8580-AECUZ;Male;1;0;1;0;Fiber optic;0;0;0;Month-to-month;1;Electronic check;791;791;3;132132;0,28;3,8;0,14;Bronze;29;Urban;1;1
3307-TLCUD;Male;0;1;0;No phone service;DSL;1;0;1;Month-to-month;0;Mailed check;344;59275;51;239156;0,04;4,6;0,05;Silver;33;Urban;47;1
6625-FLENO;Male;0;1;1;0;0;No internet service;No internet service;No internet service;Two year;0;Mailed check;2075;118595;199;187855;0,19;3,6;0,08;Bronze;28;Suburban;16;0
2967-MXRAV;Male;0;1;1;0;0;No internet service;No internet service;No internet service;One year;0;Mailed check;188;188;2;232215;0,18;4,3;0,28;Bronze;45;Urban;17;1
7963-GQRMY;Female;0;1;1;0;DSL;0;0;0;Month-to-month;0;Mailed check;443;1345;17;171627;0,04;3,8;0,28;Silver;40;Urban;50;1
8189-HBVRW;Female;0;0;1;1;Fiber optic;1;1;1;Month-to-month;0;Electronic check;908;49212;223;202772;0,01;3,5;0,83;Silver;34;Rural;47;1
4163-KIUHY;Male;0;0;1;1;0;No internet service;No internet service;No internet service;Month-to-month;1;Electronic check;256;90125;112;225251;0,17;4;0,15;Gold;36;Urban;3;0
1228-FZFRV;Male;0;1;1;1;Fiber optic;1;0;1;Month-to-month;0;Credit card (automatic);10595;53418;179;221294;0,06;4,6;0,62;Silver;28;Urban;16;0
3500-NSDOA;Male;0;1;1;1;DSL;0;1;0;Two year;0;Credit card (automatic);708;485995;257;144068;0,24;4,7;0,96;Bronze;21;Urban;32;1
1171-TYKUR;Male;0;1;1;1;0;No internet service;No internet service;No internet service;Month-to-month;0;Electronic check;254;11392;206;235021;0,29;4,7;0,84;Gold;27;Urban;22;1
3761-FLYZI;Female;1;1;1;1;Fiber optic;0;1;1;Month-to-month;1;Bank transfer (automatic);1088;708245;264;96116;0,06;3,7;0,06;Bronze;36;Suburban;52;1
2058-DCJBE;Male;0;0;1;0;Fiber optic;0;0;0;Month-to-month;1;Electronic check;6975;3246;28;131369;0,06;4,6;0,32;Bronze;53;Urban;12;0
5364-XYIRR;Male;0;1;1;1;Fiber optic;0;0;0;Month-to-month;1;Electronic check;9465;481275;203;183100;0,14;3,4;0,14;Bronze;39;Suburban;6;1
4829-AUOAX;Female;0;0;1;1;Fiber optic;0;0;0;Month-to-month;0;Bank transfer (automatic);9605;43995;274;109655;0,22;4,5;0,95;Platinum;19;Suburban;57;1
1219-NNDDO;Female;0;0;1;1;Fiber optic;0;0;0;Month-to-month;1;Electronic check;7685;66355;48;127632;0,08;4,9;0,99;Silver;50;Urban;40;0
8388-DMKAE;Female;0;0;1;0;0;No internet service;No internet service;No internet service;Two year;0;Mailed check;2025;17465;22;225265;0,01;3;0,23;Silver;44;Urban;45;1
4403-BWPAY;Male;0;0;1;1;0;No internet service;No internet service;No internet service;One year;1;Credit card (automatic);248;3217;80;241848;0,16;3,9;0,67;Gold;36;Urban;0;0
9659-QEQSY;Female;0;0;1;1;Fiber optic;1;1;1;Month-to-month;1;Electronic check;11565;51255;110;98895;0,29;4,3;0,84;Silver;21;Suburban;39;1
5405-ZMYXQ;Female;0;0;1;1;Fiber optic;0;0;0;Month-to-month;1;Credit card (automatic);746;5489;42;232281;0,12;4,4;0,23;Gold;36;Urban;41;0
5047-LHVLY;Male;1;0;1;0;DSL;0;0;1;Month-to-month;1;Mailed check;5015;5015;3;103086;0,13;3,4;0,19;Silver;42;Urban;30;1
1442-OKRJE;Male;0;1;1;0;Fiber optic;1;1;1;One year;1;Bank transfer (automatic);10315;70313;363;165637;0,29;4,9;0,01;Platinum;23;Suburban;35;1
4737-AQCPU;Male;0;1;1;1;DSL;1;1;1;Two year;0;Credit card (automatic);721;501665;394;238279;0,21;4,2;0,41;Gold;30;Urban;24;1
9158-VCTQB;Female;0;1;1;1;Fiber optic;1;1;1;Month-to-month;1;Bank transfer (automatic);1136;459495;214;187334;0,22;3,3;0,09;Silver;39;Urban;44;1
2808-CHTDM;Female;0;1;1;1;0;No internet service;No internet service;No internet service;Two year;0;Mailed check;251;61145;118;231969;0,17;3;0,09;Bronze;21;Urban;49;1
6311-UEUME;Female;0;0;1;0;Fiber optic;0;0;0;Month-to-month;1;Electronic check;789;238415;93;143083;0,29;4,6;0,13;Platinum;19;Urban;40;1
0793-TWELN;Female;0;0;1;1;Fiber optic;1;0;0;Month-to-month;1;Electronic check;8015;31985;9;175028;0,21;3,2;0,02;Silver;20;Urban;39;1
3283-WCWXT;Male;0;1;1;1;0;No internet service;No internet service;No internet service;Two year;0;Mailed check;254;1533;21;146957;0,27;3,3;0,41;Silver;47;Suburban;29;1
1060-ENTOF;Female;1;1;1;1;Fiber optic;1;1;1;One year;1;Credit card (automatic);1054;70356;180;177551;0,21;4,1;0,78;Gold;21;Urban;37;1
0999-QXNSA;Male;1;0;1;0;DSL;0;0;0;Month-to-month;1;Mailed check;4575;3442;33;158506;0,22;4,2;0,61;Silver;46;Urban;20;1
5451-MHQOF;Male;0;1;1;1;0;No internet service;No internet service;No internet service;One year;1;Mailed check;2445;143165;189;218355;0,09;4,4;0,51;Bronze;50;Urban;18;0
4836-WNFNO;Female;0;1;1;1;0;No internet service;No internet service;No internet service;Two year;0;Credit card (automatic);250;18492;424;174024;0,09;3,8;0,59;Bronze;30;Suburban;15;0
9225-BZLNZ;Male;0;1;1;1;DSL;1;1;1;Two year;1;Electronic check;8525;60831;328;161481;0,23;4,5;0,01;Silver;49;Suburban;32;1
0354-VXMJC;Male;0;1;1;0;0;No internet service;No internet service;No internet service;Two year;0;Credit card (automatic);196;42665;121;80255;0,09;4,9;0,48;Bronze;45;Urban;46;1
4422-QVIJA;Female;0;0;1;1;DSL;0;0;0;Month-to-month;0;Mailed check;5015;165535;88;95487;0,17;3,5;0,99;Silver;54;Urban;5;0
9365-SRSZE;Male;1;1;1;0;Fiber optic;0;0;0;Month-to-month;1;Electronic check;7055;19439;147;99346;0,07;4,4;0,09;Gold;45;Suburban;41;0
6839-ITVZJ;Female;0;1;1;1;DSL;0;1;0;Month-to-month;1;Electronic check;6005;161615;147;115050;0,25;4,9;0,52;Bronze;44;Urban;36;1
8332-OSJDW;Male;0;1;1;1;0;No internet service;No internet service;No internet service;One year;0;Mailed check;264;31495;47;88744;0,03;4,4;0,03;Bronze;42;Urban;7;0
4735-BJKOU;Female;0;0;1;0;0;No internet service;No internet service;No internet service;Two year;0;Mailed check;2015;80485;177;235828;0,25;4,4;0,54;Gold;47;Urban;0;1
0274-JKUJR;Male;0;1;0;No phone service;DSL;1;1;1;Month-to-month;0;Mailed check;5885;4657;35;141596;0,18;3,4;0,57;Silver;23;Urban;12;1
5740-YHGTW;Male;0;1;1;1;Fiber optic;1;1;0;Month-to-month;1;Credit card (automatic);9755;666905;188;236218;0,06;4,1;0,58;Bronze;47;Urban;25;0
8917-SZTTJ;Male;0;1;1;0;0;No internet service;No internet service;No internet service;Two year;0;Credit card (automatic);1965;116175;240;199640;0,16;4,1;0,85;Gold;26;Suburban;15;0
1696-MZVAU;Male;0;1;0;No phone service;DSL;0;0;0;One year;1;Credit card (automatic);2525;94775;140;135032;0,08;4,4;0,39;Silver;23;Urban;48;1
7359-WWYJV;Male;0;1;1;1;Fiber optic;1;1;1;Two year;0;Credit card (automatic);11445;837505;186;122687;0,01;5;0,52;Bronze;46;Urban;38;0
0375-HVGXO;Female;0;0;0;No phone service;DSL;0;0;0;Month-to-month;1;Electronic check;347;347;3;233048;0,11;3,1;0,01;Bronze;40;Urban;46;1
4906-ZHGPK;Male;0;1;1;1;DSL;0;1;0;One year;1;Electronic check;707;37700;122;142863;0,02;3,1;0,79;Bronze;23;Urban;55;1
8593-WHYHV;Male;0;0;1;1;Fiber optic;0;0;0;Month-to-month;1;Electronic check;853;2648;6;211663;0,03;3,2;0,26;Gold;39;Urban;45;1
3795-GWTRD;Female;0;1;1;0;DSL;1;1;1;Two year;0;Credit card (automatic);7555;470785;160;86277;0,01;4,5;0,82;Silver;19;Urban;57;1
1298-PHBTI;Male;0;1;1;1;Fiber optic;0;1;0;Two year;1;Electronic check;848;61524;415;141860;0,02;3,3;0,27;Silver;48;Urban;27;1
6223-DHJGV;Female;0;0;1;0;0;No internet service;No internet service;No internet service;One year;1;Mailed check;2065;9581;176;213332;0,11;4,2;0,01;Gold;23;Urban;48;1
6961-MJKBO;Male;0;0;1;0;0;No internet service;No internet service;No internet service;Two year;0;Bank transfer (automatic);2045;9430;275;104741;0,19;3,6;0,15;Bronze;22;Urban;56;1
6097-EQISJ;Female;0;1;1;1;Fiber optic;0;1;1;One year;1;Credit card (automatic);10245;661515;246;199720;0,11;3,9;0,99;Bronze;37;Rural;22;0
4423-YLHDV;Female;0;1;1;1;Fiber optic;1;0;1;Month-to-month;1;Bank transfer (automatic);1044;220025;68;117211;0,02;3,4;0,32;Bronze;29;Urban;6;1
8158-WPEZG;Male;0;0;0;No phone service;DSL;0;1;0;Month-to-month;1;Electronic check;3565;4251;44;86869;0,22;4,7;0,11;Bronze;25;Suburban;23;1
0107-YHINA;Male;0;0;1;1;Fiber optic;0;0;1;Month-to-month;1;Electronic check;9975;9975;3;167616;0,21;4,2;0,12;Silver;50;Urban;45;1
4918-FYJNT;Female;1;1;1;1;Fiber optic;0;1;1;Month-to-month;0;Electronic check;9045;50448;133;174515;0,03;4,9;0,31;Silver;48;Urban;7;0
0727-BNRLG;Male;0;0;1;1;Fiber optic;0;1;1;Two year;1;Credit card (automatic);9765;674355;314;230494;0,02;4,1;0,04;Bronze;20;Urban;44;0
4854-CIDCF;Female;1;0;1;0;Fiber optic;0;0;1;Month-to-month;0;Electronic check;7385;1964;8;246685;0,08;3,2;0,51;Bronze;36;Urban;0;1
8640-SDGKB;Male;0;0;1;0;DSL;0;0;1;Month-to-month;1;Electronic check;744;2997;17;140110;0,01;3,3;0,21;Bronze;25;Urban;3;1
3280-MRDOF;Male;1;0;1;1;DSL;0;0;1;Two year;1;Credit card (automatic);691;20939;138;114033;0,12;5;0,52;Platinum;47;Urban;42;0
6435-SRWBJ;Female;0;0;1;1;Fiber optic;0;0;1;Month-to-month;1;Electronic check;8275;41775;13;125213;0,13;4,5;0,14;Silver;48;Urban;40;0
9964-WBQDJ;Female;0;1;1;1;0;No internet service;No internet service;No internet service;Two year;1;Credit card (automatic);244;17254;159;92938;0,14;3,1;0,43;Silver;46;Urban;18;1
6303-KFWSL;Female;0;0;1;1;DSL;0;1;0;One year;1;Electronic check;5525;16202;148;210842;0,21;4,4;0,06;Bronze;23;Suburban;21;1
1702-CCFNJ;Male;0;1;1;1;DSL;0;1;0;Month-to-month;0;Bank transfer (automatic);6135;316955;199;82274;0,09;3,8;0,06;Silver;19;Urban;35;0
8932-CZHRQ;Male;0;0;1;1;DSL;1;1;1;One year;0;Credit card (automatic);7675;523325;151;164390;0,09;3,6;0,04;Bronze;40;Urban;0;0
0386-CWRGM;Female;0;1;1;0;0;No internet service;No internet service;No internet service;Two year;0;Mailed check;194;96785;275;242887;0,02;3,3;0,03;Platinum;47;Suburban;18;1
5515-RUGKN;Male;0;0;1;0;DSL;0;0;0;Month-to-month;1;Credit card (automatic);5475;43805;17;230033;0,21;4,7;0,24;Gold;26;Urban;50;1
0404-AHASP;Male;0;1;1;0;0;No internet service;No internet service;No internet service;Two year;0;Credit card (automatic);197;14219;344;100044;0,17;3,1;0,06;Silver;24;Suburban;28;1
7279-NMVJC;Female;0;0;1;0;0;No internet service;No internet service;No internet service;One year;0;Bank transfer (automatic);199;32315;100;179372;0,01;3,6;0,59;Silver;32;Rural;18;0
2081-VEYEH;Male;0;0;1;0;Fiber optic;0;1;1;Month-to-month;1;Electronic check;10795;3186;8;233047;0,21;3,6;0,63;Silver;32;Urban;42;1
6407-UTSLV;Female;1;0;1;0;Fiber optic;0;1;0;Month-to-month;1;Bank transfer (automatic);838;1637;5;94706;0,16;3,3;0,16;Bronze;38;Urban;5;1
4116-TZAQJ;Female;0;0;1;0;Fiber optic;1;0;0;Month-to-month;1;Credit card (automatic);7425;63965;22;217046;0,14;4;0,29;Bronze;31;Rural;24;0
9060-HJJRW;Female;0;0;0;No phone service;DSL;0;1;1;One year;1;Credit card (automatic);564;29285;163;156464;0,15;3;0,21;Silver;28;Urban;38;1
2587-YNLES;Female;0;1;1;0;0;No internet service;No internet service;No internet service;Two year;0;Mailed check;201;10035;14;101213;0,19;3,6;0,54;Bronze;28;Urban;22;0
7398-SKNQZ;Female;0;1;1;1;Fiber optic;0;0;0;Month-to-month;0;Electronic check;949;2732;14;81950;0,02;4,9;0,46;Bronze;37;Urban;0;0
5935-FCCNB;Female;1;0;1;1;Fiber optic;0;0;0;Month-to-month;1;Electronic check;942;160815;38;90411;0,09;3,6;0,33;Silver;30;Urban;14;0
1958-RNRKS;Male;0;1;1;1;DSL;0;0;0;Month-to-month;0;Electronic check;499;144195;121;208603;0,04;3,7;0,79;Platinum;47;Rural;24;0
5136-RGMZO;Male;0;0;1;1;DSL;0;1;0;Month-to-month;1;Electronic check;7105;216815;185;142744;0,05;3,9;0,09;Platinum;37;Urban;3;0
8345-MVDYC;Female;0;0;1;0;DSL;1;0;1;Two year;0;Bank transfer (automatic);8165;36187;236;228843;0,19;4,1;0,97;Bronze;25;Urban;44;0
8226-BXGES;Male;0;1;1;1;Fiber optic;1;1;1;One year;0;Bank transfer (automatic);8945;569265;285;115053;0,26;4,6;0,12;Bronze;54;Urban;55;1
3877-JRJIP;Male;0;0;1;1;DSL;0;0;0;Month-to-month;1;Electronic check;5985;5985;3;218117;0,12;3,4;0,77;Silver;50;Urban;43;1
8375-DKEBR;Female;1;0;1;0;Fiber optic;0;0;0;Month-to-month;1;Electronic check;696;696;4;137623;0,05;4,7;0,37;Gold;43;Urban;0;1
9705-IOVQQ;Male;1;1;1;1;Fiber optic;0;1;0;One year;0;Electronic check;990;59693;250;109714;0,23;4,5;0,87;Platinum;25;Rural;39;1
1015-OWJKI;Male;0;0;1;0;0;No internet service;No internet service;No internet service;Month-to-month;0;Mailed check;1905;1905;3;245458;0,25;4,4;0,07;Gold;35;Suburban;56;1
7511-YMXVQ;Male;0;0;0;No phone service;DSL;0;0;0;Month-to-month;1;Electronic check;454;4188;22;189283;0,26;3,2;0,37;Silver;31;Urban;20;1
2040-XBAVJ;Male;0;1;1;1;Fiber optic;1;1;1;Two year;0;Bank transfer (automatic);11445;810055;399;88562;0,18;3;0,34;Bronze;35;Urban;54;1
7551-JOHTI;Female;0;0;1;0;0;No internet service;No internet service;No internet service;Month-to-month;0;Mailed check;195;195;3;135048;0,26;4,2;0,99;Bronze;38;Urban;42;1
8887-IPQNC;Female;0;1;1;0;DSL;0;0;0;Month-to-month;1;Mailed check;4425;31345;19;173295;0;4,7;0,99;Bronze;40;Urban;9;0
8646-JCOMS;Female;0;1;1;1;Fiber optic;0;1;1;One year;1;Bank transfer (automatic);9055;613095;229;92026;0,03;4,2;0,19;Silver;21;Urban;1;0
9804-ICWBG;Male;0;0;1;0;Fiber optic;0;0;0;Month-to-month;1;Electronic check;699;699;3;186147;0,03;3,4;0,63;Bronze;27;Suburban;16;1
1222-KJNZD;Male;0;1;1;0;0;No internet service;No internet service;No internet service;Month-to-month;1;Bank transfer (automatic);204;7453;212;111589;0,21;3,2;0,54;Gold;28;Urban;59;1
0106-GHRQR;Male;0;0;1;1;DSL;0;1;1;Month-to-month;1;Bank transfer (automatic);714;12121;78;188199;0,02;4,4;0,15;Gold;37;Suburban;12;0
5318-IXUZF;Female;0;0;1;0;Fiber optic;0;1;0;Month-to-month;1;Bank transfer (automatic);8715;18375;10;177274;0,15;4,4;0,17;Bronze;36;Urban;26;0
3768-VHXQO;Male;0;1;1;1;0;No internet service;No internet service;No internet service;Two year;0;Credit card (automatic);2485;15835;136;106844;0,14;3,3;0,99;Platinum;18;Rural;53;1
8952-WCVCD;Female;0;1;1;0;Fiber optic;1;1;1;One year;1;Bank transfer (automatic);10445;416205;150;234519;0,09;3,1;0,45;Silver;48;Urban;40;1
