customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;num_orders;avg_order_value;cancel_rate;avg_rating;voucher_usage_rate;loyalty_tier;age;city_zone;inactive_days;Churn_food
3963-RYFNS;Female;0;0;0;72;1;1;Fiber optic;1;1;1;1;1;1;Two year;1;Bank transfer (automatic);11645;801355;0;149;134708;5;42;21;Platinum;22;Suburban;27;0
3198-VELRD;Female;0;1;1;3;1;1;Fiber optic;0;0;0;0;0;1;Month-to-month;1;Bank transfer (automatic);8475;26485;1;9;150825;11;44;27;Bronze;51;Rural;48;1
8540-ZQGEA;Female;0;1;0;54;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;0;Credit card (automatic);2005;11024;0;272;131574;23;46;51;Bronze;21;Suburban;9;1
1320-REHCS;Male;1;0;0;52;1;1;Fiber optic;0;1;1;1;1;1;Month-to-month;1;Electronic check;11075;58320;0;132;165548;1;42;34;Bronze;44;Suburban;48;1
4137-JOPHL;Female;0;0;0;50;1;0;Fiber optic;0;0;1;1;0;1;Two year;1;Bank transfer (automatic);897;43045;0;207;229884;2;32;46;Gold;20;Urban;51;1
9436-ZBZCT;Male;0;0;0;14;1;1;Fiber optic;0;0;0;1;1;0;Month-to-month;1;Electronic check;8995;11784;1;40;144230;24;44;17;Silver;43;Urban;9;1
7801-CEDNV;Male;0;1;0;27;1;0;DSL;1;0;0;0;0;0;One year;0;Credit card (automatic);487;142175;0;55;120581;28;50;33;Platinum;18;Urban;53;1
2057-BOYKM;Female;1;1;0;72;1;1;Fiber optic;1;1;1;1;0;0;Two year;1;Bank transfer (automatic);966;68275;0;213;105105;26;48;7;Bronze;33;Urban;45;1
3658-QQJYD;Male;0;0;0;62;1;0;DSL;1;1;0;0;1;1;One year;1;Credit card (automatic);743;469805;0;366;159830;1;47;89;Silver;52;Suburban;46;1
1803-BGNBD;Female;0;0;0;12;1;0;DSL;0;1;0;1;0;0;Month-to-month;1;Electronic check;543;6545;0;62;149157;18;36;2;Platinum;36;Urban;8;0
0134-XWXCE;Female;1;0;0;44;1;0;DSL;0;0;1;1;1;1;One year;0;Bank transfer (automatic);7485;326805;0;256;243514;2;45;76;Silver;33;Urban;33;0
6950-TWMYB;Male;0;1;1;54;1;0;Fiber optic;0;1;0;1;0;0;Two year;1;Bank transfer (automatic);7995;436205;0;213;167235;8;47;35;Bronze;50;Urban;45;0
5848-FHRFC;Female;0;0;0;68;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;0;Bank transfer (automatic);2005;13869;0;165;82347;3;44;47;Silver;48;Urban;52;1
2243-FNMMI;Male;0;0;0;20;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;0;Mailed check;194;4154;0;83;127650;9;35;29;Bronze;39;Urban;38;0
2511-MORQY;Male;0;1;1;50;1;1;DSL;0;0;1;0;0;0;One year;0;Bank transfer (automatic);549;26141;0;190;228182;26;49;7;Bronze;37;Urban;59;1
5356-KZCKT;Male;0;0;0;58;1;1;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;1;Credit card (automatic);2445;15136;0;311;215995;1;39;84;Bronze;23;Urban;3;0
9470-XCCEM;Male;0;1;1;35;1;1;Fiber optic;0;1;0;0;1;0;Month-to-month;1;Bank transfer (automatic);8965;31616;0;83;204926;17;33;29;Bronze;52;Urban;44;1
6519-CFDBX;Female;0;0;0;2;1;0;DSL;0;0;0;0;0;0;Month-to-month;1;Electronic check;454;8095;0;7;161147;13;32;24;Gold;20;Urban;53;1
3902-MIVLE;Male;0;1;1;63;1;1;DSL;1;0;1;1;0;1;Two year;0;Mailed check;757;46767;0;163;128135;14;43;68;Bronze;49;Rural;53;1
0409-WTMPL;Female;0;1;0;58;1;1;Fiber optic;1;1;1;0;1;1;One year;1;Credit card (automatic);11065;652665;0;191;99199;29;39;2;Gold;30;Rural;3;1
8763-KIAFH;Female;0;1;1;27;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;1;Mailed check;2055;5833;0;133;220138;9;32;64;Bronze;31;Urban;3;1
3669-WHAFY;Female;0;1;0;71;1;1;Fiber optic;1;1;1;1;1;1;Two year;1;Credit card (automatic);11515;80781;0;277;181583;19;45;9;Bronze;25;Urban;40;0
3055-VTCGS;Female;0;0;0;63;1;0;DSL;0;0;1;0;0;1;One year;0;Credit card (automatic);5855;35035;0;220;172290;13;46;62;Bronze;36;Urban;10;0
3144-KMTWZ;Male;0;1;0;71;1;1;Fiber optic;0;1;1;0;0;1;Month-to-month;1;Bank transfer (automatic);9325;666945;0;254;247647;2;45;51;Bronze;31;Rural;0;0
7279-BUYWN;Female;1;0;0;41;1;1;Fiber optic;1;1;1;0;1;1;Month-to-month;1;Electronic check;1132;46895;1;157;200787;15;34;11;Bronze;28;Urban;44;1
7156-MHUGY;Male;1;0;0;13;1;0;Fiber optic;0;0;0;0;1;1;Month-to-month;1;Electronic check;905;120115;1;66;194427;24;44;65;Silver;52;Suburban;20;1
7198-GLXTC;Male;0;0;0;2;1;0;Fiber optic;0;0;0;0;1;0;Month-to-month;0;Electronic check;790;14365;1;11;228063;3;30;45;Platinum;53;Suburban;58;1
2007-QVGAW;Female;0;1;1;68;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;1;Bank transfer (automatic);1935;129265;0;395;233625;2;36;22;Bronze;20;Rural;24;0
5207-PLSTK;Male;0;1;1;1;1;0;DSL;1;0;0;0;0;0;Month-to-month;1;Mailed check;4875;4875;0;5;167493;5;38;35;Bronze;42;Suburban;8;0
2307-FYNNL;Male;1;0;0;65;1;1;Fiber optic;1;0;1;1;1;1;Two year;1;Electronic check;10905;71082;0;212;211706;23;47;49;Bronze;30;Suburban;24;1
5605-XNWEN;Male;1;1;0;72;1;1;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;1;Bank transfer (automatic);250;180255;0;342;92771;22;38;9;Gold;33;Suburban;17;1
2155-AMQRX;Female;0;0;0;28;1;1;DSL;0;0;0;1;0;0;Month-to-month;1;Credit card (automatic);549;150515;0;105;205607;17;30;96;Silver;45;Suburban;6;1
6181-AXXYF;Male;0;1;1;72;1;1;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;0;Credit card (automatic);2475;18591;0;217;229370;14;37;67;Gold;44;Urban;45;0
5091-HFAZW;Female;0;0;0;2;1;0;Fiber optic;1;1;0;0;1;0;Month-to-month;1;Electronic check;9115;1685;0;10;159876;27;40;1;Bronze;27;Rural;25;1
0516-VRYBW;Female;0;0;1;18;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;0;Bank transfer (automatic);2015;39085;1;38;247071;23;49;82;Bronze;35;Suburban;55;1
2519-LBNQL;Male;1;1;0;60;1;1;Fiber optic;0;1;1;0;1;1;One year;1;Electronic check;10435;633945;0;336;139648;24;49;32;Bronze;25;Urban;48;1
8623-ULFNQ;Female;1;0;0;26;1;1;DSL;0;0;0;1;0;1;Month-to-month;1;Electronic check;6605;16524;0;99;155783;24;34;6;Gold;24;Urban;17;1
8380-PEFPE;Male;0;0;1;1;1;0;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7165;7165;1;4;124440;19;34;28;Bronze;39;Suburban;0;1
5687-DKDTV;Female;0;0;0;4;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;0;Mailed check;2035;775;1;18;111655;14;33;73;Silver;26;Urban;8;1
1568-LJSZU;Male;0;1;1;68;1;1;DSL;1;1;1;1;1;1;Two year;1;Credit card (automatic);922;639285;0;379;123039;26;46;72;Silver;46;Suburban;9;1
7530-HDYDS;Female;0;0;0;38;1;0;Fiber optic;0;1;1;1;0;0;Month-to-month;1;Credit card (automatic);8425;32645;1;172;135255;28;30;55;Silver;54;Urban;47;1
7789-HKSBS;Female;1;1;0;42;1;1;Fiber optic;1;0;1;0;1;1;One year;1;Bank transfer (automatic);1052;459915;0;187;152219;1;33;24;Bronze;46;Rural;10;1
7416-CKTEP;Female;0;1;0;57;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;1;Bank transfer (automatic);196;113425;0;129;91244;2;41;25;Silver;45;Urban;31;0
2586-CWXVV;Male;0;1;0;54;0;No phone service;DSL;0;1;0;0;0;0;Month-to-month;0;Electronic check;304;162135;0;219;174594;29;35;38;Bronze;38;Urban;20;1
3096-IZETN;Female;0;0;0;12;1;0;Fiber optic;0;0;0;0;0;1;Month-to-month;0;Bank transfer (automatic);781;9473;1;31;138595;8;32;15;Platinum;50;Suburban;35;1
2348-KCJLT;Female;0;1;0;44;1;0;DSL;1;1;1;0;0;0;One year;1;Mailed check;615;27222;0;217;183898;26;37;34;Bronze;43;Urban;55;1
8401-EMUWF;Male;0;1;1;42;1;1;DSL;1;1;0;0;1;0;Month-to-month;1;Bank transfer (automatic);694;30583;0;170;108371;12;35;68;Bronze;32;Suburban;31;0
4193-IBKSW;Male;0;1;1;72;1;1;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;0;Bank transfer (automatic);2475;17696;0;339;239950;4;40;83;Bronze;19;Urban;18;0
5377-NDTOU;Female;0;1;1;71;1;1;DSL;1;1;1;1;1;1;Two year;0;Mailed check;9105;629375;0;153;247229;2;50;33;Gold;29;Rural;7;0
5922-ABDVO;Female;0;1;0;19;1;1;Fiber optic;0;0;1;0;0;1;Month-to-month;0;Mailed check;8965;176105;1;44;85914;5;32;23;Bronze;50;Urban;34;1
2474-LCNUE;Female;0;1;0;23;1;1;DSL;0;0;0;1;1;1;Month-to-month;1;Credit card (automatic);7365;164275;0;111;107180;7;37;83;Silver;32;Urban;21;0
0839-QNXME;Female;0;0;0;30;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;0;Credit card (automatic);194;5785;0;68;214760;15;49;89;Bronze;18;Rural;3;0
3506-OVLKD;Male;0;0;0;35;1;1;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;0;Bank transfer (automatic);262;9549;0;79;160219;21;48;41;Bronze;50;Urban;28;1
9172-ANCRX;Female;0;0;0;10;1;1;Fiber optic;1;0;0;0;1;1;Month-to-month;1;Electronic check;987;97325;1;20;158616;3;38;3;Silver;21;Rural;30;1
6650-VJONK;Male;0;0;0;1;1;0;DSL;0;0;0;0;0;0;Month-to-month;1;Bank transfer (automatic);4385;4385;0;5;220988;13;44;69;Bronze;45;Suburban;7;0
2178-PMGCJ;Male;0;0;0;22;1;0;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Mailed check;697;14904;0;108;175213;16;32;78;Silver;31;Urban;54;1
7492-TAFJD;Male;0;1;1;7;0;No phone service;DSL;1;1;1;0;0;0;Two year;0;Mailed check;3855;2800;0;23;238432;16;44;2;Gold;29;Urban;11;0
2773-MADBQ;Female;0;0;0;36;0;No phone service;DSL;1;1;1;1;0;1;Two year;1;Mailed check;531;190125;0;114;117805;16;49;6;Gold;23;Urban;4;0
6016-LVTJQ;Female;0;1;1;34;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;0;Mailed check;2065;7164;0;115;224525;16;41;59;Bronze;37;Urban;29;0
7860-KSUGX;Male;0;1;1;72;1;1;DSL;1;1;1;0;0;0;Two year;0;Credit card (automatic);6445;47200;0;367;206599;0;40;38;Silver;38;Urban;34;0
8966-KZXXA;Male;0;1;1;36;1;1;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;0;Credit card (automatic);251;93095;0;167;233775;0;34;75;Platinum;33;Urban;36;1
6910-HADCM;Female;0;0;0;1;1;0;Fiber optic;0;0;1;0;0;0;Month-to-month;0;Electronic check;7635;7635;1;2;154176;3;43;43;Gold;29;Rural;3;1
4816-LXZYW;Female;0;0;0;23;1;1;Fiber optic;0;1;0;0;0;0;Month-to-month;1;Electronic check;7915;167695;1;62;174799;3;42;68;Bronze;37;Urban;55;1
9606-PBKBQ;Male;1;1;0;32;1;1;Fiber optic;0;0;0;0;0;1;Month-to-month;1;Electronic check;850;264205;1;76;178385;21;43;52;Silver;50;Urban;42;1
5149-QYTTU;Female;0;1;1;71;1;1;Fiber optic;1;1;1;1;0;0;One year;1;Credit card (automatic);9515;677085;0;329;168919;6;31;25;Platinum;19;Urban;20;1
2070-XYMFH;Female;1;0;0;23;1;1;Fiber optic;0;0;1;0;0;0;Month-to-month;1;Mailed check;7935;18353;0;116;218482;27;41;61;Silver;51;Urban;57;1
2085-BOJKI;Male;0;1;0;17;1;0;Fiber optic;0;0;1;0;1;1;One year;1;Bank transfer (automatic);9665;158825;0;52;161462;28;42;74;Gold;43;Suburban;57;1
0817-HSUSE;Male;0;0;0;1;1;0;DSL;0;0;1;1;1;1;Month-to-month;1;Electronic check;755;755;0;2;245320;29;34;97;Silver;50;Urban;15;1
5442-PPTJY;Male;0;1;1;12;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;0;Mailed check;197;25835;0;27;111159;28;34;38;Bronze;47;Rural;52;1
1927-QEWMY;Female;0;1;0;72;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;0;Credit card (automatic);205;150225;0;422;122039;8;36;6;Bronze;18;Suburban;17;0
1663-MHLHE;Male;0;0;0;1;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;0;Mailed check;192;192;0;3;127800;15;44;99;Bronze;25;Urban;56;1
5663-QBGIS;Male;1;1;0;72;1;1;Fiber optic;0;1;0;0;1;1;Two year;0;Bank transfer (automatic);9835;69294;0;365;120761;5;42;62;Bronze;18;Suburban;30;0
4450-MDZFX;Male;0;1;1;60;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;0;Bank transfer (automatic);7435;44533;0;269;174626;24;47;95;Gold;27;Suburban;37;1
6701-DHKWQ;Female;0;1;1;61;0;No phone service;DSL;0;1;1;1;1;0;Two year;0;Credit card (automatic);5135;32444;0;215;198368;27;36;1;Silver;49;Suburban;58;1
7554-AKDQF;Female;0;1;0;6;1;0;DSL;0;0;0;0;0;0;Month-to-month;0;Mailed check;4565;32345;0;16;160903;26;48;34;Gold;19;Urban;31;1
3536-IQCTX;Male;1;1;0;32;1;1;Fiber optic;0;0;0;0;0;1;Month-to-month;0;Electronic check;853;26611;1;79;198998;13;45;13;Silver;48;Urban;47;1
4911-BANWH;Female;0;0;1;31;1;1;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Credit card (automatic);8655;26974;1;138;246439;23;38;84;Bronze;21;Urban;32;1
8496-EJAUI;Male;0;0;0;19;1;0;Fiber optic;0;1;0;0;0;0;Month-to-month;1;Credit card (automatic);7385;14245;1;96;216885;3;32;88;Bronze;29;Urban;18;1
0794-YVSGE;Male;0;1;1;72;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;0;Bank transfer (automatic);203;140115;0;329;139894;1;35;5;Platinum;48;Urban;19;0
5423-BHIXO;Female;0;0;0;32;1;1;DSL;0;1;0;0;0;0;Month-to-month;1;Electronic check;542;17396;0;131;131444;23;49;19;Silver;40;Suburban;47;1
6908-VVYHM;Male;0;1;0;65;1;1;Fiber optic;0;1;0;0;0;1;Month-to-month;1;Electronic check;9065;59310;0;140;245341;13;36;13;Silver;50;Urban;9;0
2959-EEXWB;Female;0;1;1;45;0;No phone service;DSL;1;0;0;0;1;1;Month-to-month;1;Bank transfer (automatic);509;233385;0;264;141748;3;37;59;Platinum;25;Urban;25;1
1839-UMACK;Male;0;0;0;42;1;1;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;0;Electronic check;2505;94985;0;218;121190;3;34;51;Bronze;33;Urban;45;1
3030-YDNRM;Male;0;0;0;8;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7485;57245;0;25;120318;26;46;69;Gold;32;Urban;17;1
7321-KKSDU;Male;0;0;1;32;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;0;Mailed check;205;6968;0;189;248090;14;36;31;Gold;43;Urban;44;0
3402-XRIUO;Female;1;1;0;22;1;1;DSL;1;1;0;1;0;0;Month-to-month;1;Mailed check;6355;13818;0;96;204078;25;37;4;Bronze;31;Suburban;58;1
3132-TVFDZ;Male;1;1;0;57;0;No phone service;DSL;0;0;0;0;1;1;Month-to-month;1;Electronic check;4485;257295;1;246;119759;25;38;2;Bronze;29;Rural;44;1
8286-AFUYI;Male;0;0;0;1;1;0;DSL;1;0;0;0;0;0;Month-to-month;0;Electronic check;4795;4795;0;4;96498;27;39;61;Platinum;44;Urban;57;1
8080-DDEMJ;Male;1;0;0;1;1;0;DSL;0;0;0;0;0;0;Month-to-month;0;Electronic check;451;451;1;5;105989;9;38;42;Silver;48;Urban;14;0
8356-WUAOJ;Female;0;1;0;1;1;0;DSL;0;0;0;0;0;0;Month-to-month;1;Electronic check;450;450;0;4;236640;28;40;92;Bronze;21;Suburban;35;1
6365-MTGZX;Male;0;0;0;24;1;0;Fiber optic;0;0;0;1;1;1;Month-to-month;1;Electronic check;960;212245;1;60;197035;5;46;64;Silver;47;Urban;17;0
1349-WXNGG;Male;0;0;0;1;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;0;Bank transfer (automatic);2005;2005;1;3;146577;2;46;4;Silver;21;Urban;30;1
8058-DMYRU;Male;1;0;0;54;1;1;Fiber optic;0;1;0;0;0;1;Month-to-month;1;Electronic check;9005;49318;0;308;185231;13;46;26;Gold;48;Urban;14;0
9350-ZXYJC;Female;0;0;0;4;1;1;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;1;Credit card (automatic);253;11695;0;11;241171;25;32;91;Platinum;51;Urban;37;1
6990-YNRIO;Male;0;1;1;65;1;1;Fiber optic;1;0;1;1;1;1;Two year;0;Bank transfer (automatic);10865;693795;1;226;169900;14;46;2;Platinum;21;Suburban;28;0
8958-JPTRR;Female;0;1;0;56;1;1;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;0;Electronic check;243;12617;0;208;184679;25;32;33;Platinum;37;Rural;41;1
6959-GQEGV;Male;0;0;0;45;1;0;DSL;1;0;1;0;1;1;Month-to-month;1;Electronic check;7595;32738;0;169;103482;22;32;94;Bronze;35;Urban;14;1
3173-WSSUE;Female;0;1;1;71;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;0;Credit card (automatic);197;141585;0;316;149212;6;49;65;Gold;25;Urban;56;1
1265-HVPZB;Male;0;1;0;59;1;0;DSL;1;1;1;0;1;0;One year;0;Credit card (automatic);664;39582;0;340;110048;28;46;53;Bronze;19;Urban;0;1
4115-UMJFQ;Male;0;0;0;69;0;No phone service;DSL;0;1;1;0;0;0;One year;1;Bank transfer (automatic);3575;249225;0;204;214137;2;41;2;Bronze;26;Urban;36;0
7369-TRPFD;Male;0;0;0;19;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;0;Mailed check;188;2792;0;47;213108;27;47;83;Gold;33;Rural;40;1
1098-KFQEC;Female;0;1;1;55;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;0;Credit card (automatic);194;10830;0;153;115814;9;50;2;Silver;39;Urban;58;1
7190-XHTWJ;Female;0;0;0;38;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;0;Mailed check;193;7555;0;210;227996;15;42;25;Platinum;29;Urban;22;0
0621-TWIEM;Male;0;0;0;10;1;0;DSL;0;0;0;0;0;0;Month-to-month;1;Electronic check;4555;4026;1;45;209493;13;42;19;Bronze;22;Urban;45;0
3537-RYBHH;Female;1;1;0;47;1;1;DSL;1;1;1;0;0;0;Month-to-month;1;Credit card (automatic);6745;32520;0;147;140204;5;45;16;Gold;32;Urban;10;0
2485-ITVKB;Female;0;1;0;2;0;No phone service;DSL;0;0;0;0;0;1;Month-to-month;1;Electronic check;351;6875;1;10;112844;11;35;95;Bronze;25;Urban;37;0
3669-OYSJI;Male;0;0;0;1;1;0;DSL;0;0;0;0;0;0;Month-to-month;0;Credit card (automatic);462;462;1;5;161943;6;33;6;Bronze;41;Urban;15;1
1612-EOHDH;Female;0;0;0;1;1;0;DSL;0;0;0;0;0;0;Month-to-month;0;Electronic check;4515;4515;1;5;101518;6;45;64;Silver;36;Suburban;54;1
6702-OHFWR;Male;1;0;0;1;0;No phone service;DSL;0;1;1;0;0;1;Month-to-month;1;Electronic check;433;433;1;5;228131;6;37;95;Bronze;54;Urban;29;0
5296-BFCYD;Male;0;1;1;46;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;1;Mailed check;201;93685;0;138;103052;15;33;23;Silver;35;Suburban;28;1
4510-PYUSH;Female;1;0;0;38;1;0;DSL;1;1;0;0;0;0;Month-to-month;1;Credit card (automatic);5715;225065;1;190;149803;24;36;1;Platinum;38;Suburban;40;1
9359-JANWS;Female;0;1;0;65;1;0;DSL;1;0;1;1;0;0;Two year;0;Credit card (automatic);589;38571;0;249;151524;17;37;6;Silver;31;Suburban;2;0
7517-SAWMO;Female;0;1;0;19;1;0;Fiber optic;1;0;0;0;0;0;Month-to-month;1;Electronic check;732;14411;1;101;169572;27;49;51;Bronze;32;Urban;39;1
4143-HHPMK;Male;0;0;0;52;1;0;Fiber optic;0;1;0;0;0;1;Month-to-month;1;Electronic check;8535;43386;1;255;219752;19;44;48;Bronze;20;Suburban;16;0
3279-DYZQM;Male;0;1;1;71;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;0;Mailed check;1945;137845;0;362;147021;21;41;6;Silver;28;Suburban;25;1
7054-LGEQW;Female;0;0;0;1;1;0;DSL;0;0;0;0;0;0;Month-to-month;0;Mailed check;4595;4595;1;4;100043;2;49;45;Silver;20;Urban;53;1
0523-VNGTF;Female;1;0;0;52;0;No phone service;DSL;0;1;1;1;1;0;Month-to-month;1;Electronic check;505;25663;0;140;82419;13;48;29;Silver;47;Suburban;8;0
9575-IWCAZ;Male;0;1;0;6;1;1;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;0;Mailed check;251;1710;0;25;201831;21;40;27;Bronze;23;Urban;16;1
7105-MXJLL;Female;1;1;0;26;1;0;DSL;0;0;1;0;0;1;One year;0;Mailed check;607;15974;0;154;181799;2;48;22;Gold;23;Suburban;36;0
7064-FRRSW;Male;1;0;0;48;1;1;Fiber optic;0;1;0;0;1;1;One year;1;Electronic check;990;474435;0;275;228212;26;38;33;Bronze;48;Urban;55;1
7940-UQQUG;Female;0;1;1;64;1;1;Fiber optic;1;0;0;1;1;1;One year;1;Bank transfer (automatic);1044;67216;0;139;137600;23;35;35;Silver;39;Suburban;30;1
0923-PNFUB;Female;0;0;0;3;1;0;Fiber optic;0;1;0;0;1;0;Month-to-month;0;Electronic check;8375;24725;1;7;196467;7;35;31;Silver;38;Urban;57;1
3961-SXAXY;Male;0;0;0;1;1;0;DSL;0;0;0;0;0;0;Month-to-month;1;Bank transfer (automatic);4405;4405;0;2;158497;23;43;98;Bronze;23;Urban;30;1
7010-BRBUU;Male;0;1;1;72;1;1;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;0;Credit card (automatic);241;173465;0;353;188611;0;40;93;Gold;46;Urban;10;0
3566-HJGPK;Male;0;0;0;1;1;0;DSL;0;0;0;0;0;0;Month-to-month;1;Mailed check;4555;4555;0;5;217559;7;43;57;Silver;28;Urban;37;0
3062-ICYZQ;Female;0;1;1;51;1;1;Fiber optic;1;1;0;0;0;1;Month-to-month;1;Electronic check;938;453935;0;145;140692;2;44;98;Silver;39;Rural;21;0
9938-PRCVK;Female;0;1;1;41;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;0;Bank transfer (automatic);197;80425;0;164;142112;23;30;99;Silver;23;Urban;45;1
0973-KYVNF;Female;0;1;1;72;1;0;DSL;1;1;1;0;1;0;Two year;1;Credit card (automatic);7065;501115;0;386;242182;23;31;36;Platinum;47;Urban;2;1
5129-HHMZC;Female;0;1;0;43;1;1;DSL;1;1;0;1;1;1;Two year;0;Credit card (automatic);8645;35745;0;212;96360;24;41;45;Silver;42;Suburban;55;1
9637-CDTKZ;Male;0;1;0;72;1;1;Fiber optic;1;1;1;1;1;1;Two year;1;Credit card (automatic);1141;80864;0;300;163038;0;34;96;Bronze;53;Urban;48;1
3946-JEWRQ;Male;0;1;0;47;1;1;Fiber optic;0;0;0;0;1;1;One year;1;Credit card (automatic);952;45630;0;204;83017;15;43;61;Bronze;18;Urban;27;0
7873-CVMAW;Male;0;0;0;72;1;1;DSL;1;1;1;1;1;1;Two year;0;Credit card (automatic);8855;636235;0;290;166261;21;41;21;Bronze;39;Urban;31;1
0463-WZZKO;Male;0;0;0;3;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;1;Credit card (automatic);2075;671;0;9;146320;5;42;69;Bronze;26;Suburban;3;0
3494-JCHRQ;Male;0;0;0;1;1;0;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7005;7005;1;4;111127;19;36;21;Platinum;25;Rural;39;1
6474-FVJLC;Male;0;0;0;2;1;1;Fiber optic;0;0;0;0;0;1;Month-to-month;1;Electronic check;860;16545;1;9;214268;3;43;34;Silver;51;Suburban;37;0
4524-QCSSM;Male;0;0;0;26;0;No phone service;DSL;1;1;0;0;0;1;Month-to-month;1;Bank transfer (automatic);4465;115655;0;142;155088;5;47;23;Gold;33;Rural;10;0
5832-EXGTT;Male;0;1;1;29;1;0;DSL;1;0;0;0;0;1;Month-to-month;1;Mailed check;602;183415;0;131;111921;14;50;24;Bronze;36;Urban;56;1
8840-DQLGN;Female;1;1;0;35;1;1;Fiber optic;1;1;0;1;1;0;Month-to-month;1;Bank transfer (automatic);1005;365335;1;176;84746;2;47;0;Silver;25;Rural;0;0
2039-JONDJ;Male;0;0;0;27;1;0;DSL;1;1;0;0;0;0;One year;0;Bank transfer (automatic);5545;147765;0;71;148535;4;41;88;Platinum;29;Urban;46;1
7217-JYHOQ;Male;0;1;1;24;1;0;DSL;1;1;0;1;0;1;Month-to-month;1;Credit card (automatic);703;170645;0;92;145350;6;34;3;Bronze;48;Urban;15;1
6695-FRVEC;Male;0;1;1;67;1;0;DSL;1;0;1;1;0;0;Two year;1;Bank transfer (automatic);604;39537;0;136;161131;6;44;9;Silver;50;Urban;33;0
4547-LYTDD;Female;0;0;0;16;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;0;Electronic check;7265;11943;1;47;102063;7;49;9;Platinum;36;Urban;44;0
9894-QMIMJ;Female;0;0;0;23;1;0;DSL;0;1;1;0;0;0;One year;0;Bank transfer (automatic);558;132785;0;112;197116;7;34;56;Platinum;44;Suburban;31;1
8069-YQQAJ;Male;0;0;0;14;0;No phone service;DSL;0;1;0;0;0;0;Month-to-month;1;Mailed check;311;4197;0;83;168913;12;35;99;Gold;41;Urban;43;0
6770-XUAGN;Female;0;1;1;1;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;1;Electronic check;210;210;1;2;158946;2;33;15;Gold;45;Suburban;45;1
4193-ORFCL;Female;1;0;0;1;1;0;DSL;0;0;0;0;0;0;Month-to-month;0;Mailed check;451;451;1;3;214670;13;45;1;Silver;21;Urban;32;1
